Name	chi2Pvalue	empPvalue
module_644	3.58409676E-2	3.406E-2
module_530	5.70213691E-2	5.18E-2
module_697	5.92296437E-2	5.681E-2
module_637	7.0194861E-2	6.314E-2
module_621	7.39533879E-2	7.093E-2
module_640	1.00700808E-1	9.782E-2
module_588	1.15645577E-1	9.136E-2
module_617	1.16126407E-1	1.3435E-1
module_585	1.16438501E-1	1.1531E-1
module_519	1.18539524E-1	1.1542E-1
module_782	1.26448305E-1	1.2998E-1
module_571	1.30324671E-1	1.182E-1
module_586	1.46376622E-1	1.6195E-1
module_533	1.47131148E-1	1.2997E-1
module_528	1.51341911E-1	1.4366E-1
module_583	1.55729764E-1	1.4986E-1
module_618	1.70172991E-1	1.8728E-1
module_747	1.71600597E-1	1.7746E-1
module_808	1.73114795E-1	1.7693E-1
module_551	1.76896275E-1	1.6082E-1
module_529	1.81683904E-1	1.8286E-1
module_499	1.86753713E-1	1.9406E-1
module_692	1.93043112E-1	1.7214E-1
module_513	1.96284831E-1	1.9291E-1
module_638	2.15299866E-1	1.8829E-1
module_796	2.22747733E-1	2.2822E-1
module_552	2.28403844E-1	2.5325E-1
module_589	2.35272052E-1	2.2135E-1
module_569	2.47549641E-1	2.6581E-1
module_622	2.62492545E-1	2.3361E-1
module_582	2.63354715E-1	2.4411E-1
module_562	2.68544446E-1	2.4783E-1
module_701	2.77516361E-1	2.709E-1
module_682	2.87579313E-1	3.3463E-1
module_512	3.34822598E-1	3.1486E-1
module_725	3.58082946E-1	3.6E-1
module_605	3.59155338E-1	3.9215E-1
module_643	3.7674657E-1	2.9106E-1
module_658	3.84802363E-1	4.3404E-1
module_572	3.90134033E-1	3.6472E-1
module_698	3.94601105E-1	3.2557E-1
module_554	3.98660955E-1	4.2297E-1
module_591	4.03431569E-1	3.4147E-1
module_556	4.18028711E-1	3.8712E-1
module_560	4.21984283E-1	3.9043E-1
module_593	4.47787314E-1	3.6369E-1
module_736	4.54151955E-1	4.8348E-1
module_592	4.56776042E-1	3.8866E-1
module_677	4.60946762E-1	4.4428E-1
module_540	4.69485489E-1	4.6117E-1
module_642	4.87862918E-1	4.8024E-1
module_539	4.89166129E-1	4.6426E-1
module_636	5.08324865E-1	5.4786E-1
module_587	5.12119679E-1	4.9018E-1
module_522	5.29579956E-1	5.2183E-1
module_659	5.55008154E-1	5.4605E-1
module_567	5.61654418E-1	5.5394E-1
module_596	5.81617916E-1	5.8456E-1
module_568	5.96881414E-1	5.6673E-1
module_525	7.06882791E-1	6.4932E-1
module_538	8.9182391E-1	8.5149E-1
